,assetlongdescription_entity_llms,assetlongdescription_entity_llms_left_0,assetlongdescription_entity_llms_right_0,assetlongdescription_entity_llms_left_1,assetlongdescription_entity_llms_right_1,assetlongdescription_entity_llms_left_2,assetlongdescription_entity_llms_right_2
282,"['Heat Exchanger - Main Condenser', 'Fixed Asset', 'Condensers', 'Waterboxes', 'Tubes and tube sheets', 'Hotwell', 'Hotwell expansion joint', 'Inlet and outlet nozzles', 'Turbine exhaust flange connection', 'Penetration bellows', 'Steam turbine expansion joint or dog bone', 'Feedwater heaters', 'Waterbox vacuum priming system', 'Instrumentation', 'Equipment exhaust or suction piping and their penetrations', 'Cathodic protection (both impressed and passive)']","['Heat Exchanger - Main Condenser', 'Inlet and outlet nozzles', 'Equipment exhaust or suction piping and their penetrations']","['Hotwell expansion joint', 'Fixed Asset', 'Turbine exhaust flange connection', 'Tubes and tube sheets', 'Cathodic protection (both impressed and passive)', 'Instrumentation', 'Hotwell', 'Feedwater heaters', 'Waterboxes', 'Waterbox vacuum priming system', 'Steam turbine expansion joint or dog bone', 'Penetration bellows', 'Condensers']","['Feedwater heaters', 'Waterbox vacuum priming system', 'Penetration bellows', 'Tubes and tube sheets', 'Fixed Asset', 'Instrumentation', 'Cathodic protection (both impressed and passive)', 'Waterboxes', 'Steam turbine expansion joint or dog bone', 'Equipment exhaust or suction piping and their penetrations', 'Condensers', 'Hotwell', 'Turbine exhaust flange connection', 'Hotwell expansion joint']","['Inlet and outlet nozzles', 'Heat Exchanger - Main Condenser']","['Inlet and outlet nozzles', 'Tubes and tube sheets', 'Fixed Asset', 'Feedwater heaters', 'Turbine exhaust flange connection', 'Hotwell expansion joint', 'Equipment exhaust or suction piping and their penetrations', 'Waterboxes', 'Cathodic protection (both impressed and passive)', 'Penetration bellows', 'Hotwell']","['Waterbox vacuum priming system', 'Heat Exchanger - Main Condenser', 'Instrumentation', 'Condensers', 'Steam turbine expansion joint or dog bone']"
283,"['Heat Exchanger - Plate and Frame', 'Fixed Asset', 'Heat exchanger between the fixed and movable end plates', 'Bolted inlet plenum cover', 'Control systems and devices', 'Temperature and pressure control valves', 'Safety relief valves', 'Piping & nozzle gaskets', 'External vents and drains', 'Insulation']","['Heat exchanger between the fixed and movable end plates', 'Piping & nozzle gaskets', 'Insulation']","['Bolted inlet plenum cover', 'Heat Exchanger - Plate and Frame', 'Fixed Asset', 'External vents and drains', 'Safety relief valves', 'Control systems and devices', 'Temperature and pressure control valves']","['Fixed Asset', 'External vents and drains', 'Piping & nozzle gaskets', 'Insulation', 'Heat Exchanger - Plate and Frame', 'Bolted inlet plenum cover']","['Temperature and pressure control valves', 'Heat exchanger between the fixed and movable end plates', 'Safety relief valves', 'Control systems and devices']","['Piping & nozzle gaskets', 'Bolted inlet plenum cover', 'Temperature and pressure control valves', 'Heat Exchanger - Plate and Frame']","['Insulation', 'Safety relief valves', 'Fixed Asset', 'Heat exchanger between the fixed and movable end plates', 'Control systems and devices', 'External vents and drains']"
284,"['Heat Exchanger - General Tube Type', 'Fixed Asset', 'Heat exchanger nozzle to nozzle, including shells, supports and tubes', 'Control systems and devices, e.g. temperature and pressure control valves, safety relief valves, external vents and drains, and insulation', 'Main Steam Reheaters (MSR) and Feedwater heaters', 'The entities are not in any particular order and may vary based on the context and the specific details provided in the description.']","['The entities are not in any particular order and may vary based on the context and the specific details provided in the description.', 'Heat Exchanger - General Tube Type']","['Control systems and devices, e.g. temperature and pressure control valves, safety relief valves, external vents and drains, and insulation', 'Heat exchanger nozzle to nozzle, including shells, supports and tubes', 'Fixed Asset', 'Main Steam Reheaters (MSR) and Feedwater heaters']","['Fixed Asset', 'Main Steam Reheaters (MSR) and Feedwater heaters']","['Heat Exchanger - General Tube Type', 'Heat exchanger nozzle to nozzle, including shells, supports and tubes', 'The entities are not in any particular order and may vary based on the context and the specific details provided in the description.', 'Control systems and devices, e.g. temperature and pressure control valves, safety relief valves, external vents and drains, and insulation']","['Heat exchanger nozzle to nozzle, including shells, supports and tubes']","['Main Steam Reheaters (MSR) and Feedwater heaters', 'Control systems and devices, e.g. temperature and pressure control valves, safety relief valves, external vents and drains, and insulation', 'Heat Exchanger - General Tube Type', 'The entities are not in any particular order and may vary based on the context and the specific details provided in the description.', 'Fixed Asset']"
285,"['Hydraulic Motor - Vane Type', 'Rotating Asset', 'Block or casing', 'Shaft, rotor, and movable vanes', 'Bearings and bushings', 'Elastomers (gaskets and O-rings)', 'Hydraulic oil (internal)', 'Hydraulic fluid reservoir, filters, and desiccant', 'Driven component', 'Coupling', 'External piping connections']","['Driven component', 'Bearings and bushings', 'External piping connections', 'Rotating Asset', 'Hydraulic Motor - Vane Type', 'Shaft, rotor, and movable vanes', 'Hydraulic fluid reservoir, filters, and desiccant', 'Coupling', 'Hydraulic oil (internal)']","['Block or casing', 'Elastomers (gaskets and O-rings)']","['Rotating Asset', 'Hydraulic oil (internal)']","['Elastomers (gaskets and O-rings)', 'Block or casing', 'Driven component', 'Coupling', 'External piping connections', 'Shaft, rotor, and movable vanes', 'Bearings and bushings', 'Hydraulic Motor - Vane Type', 'Hydraulic fluid reservoir, filters, and desiccant']","['Shaft, rotor, and movable vanes', 'Elastomers (gaskets and O-rings)', 'Hydraulic fluid reservoir, filters, and desiccant', 'Driven component', 'External piping connections', 'Rotating Asset', 'Block or casing', 'Bearings and bushings', 'Hydraulic oil (internal)', 'Coupling']",['Hydraulic Motor - Vane Type']
286,"['Hydraulic Pump with Reservoir_V0', 'Rotating Asset', 'Multi-function Valve', 'Pump block or casing', 'Shaft', 'Pump swashplate', 'Piping, tubing, and connections', 'Bearings and bushings', 'Servo control cylinders and pistons', 'Hydraulic fluid reservoir and desiccant', 'Hydraulic fluid', 'Elastomers (gaskets and o-rings)', 'Pump driver', 'Coupling', 'External piping connections']","['Piping, tubing, and connections', 'External piping connections', 'Multi-function Valve', 'Elastomers (gaskets and o-rings)', 'Hydraulic Pump with Reservoir_V0']","['Servo control cylinders and pistons', 'Rotating Asset', 'Pump block or casing', 'Coupling', 'Pump swashplate', 'Pump driver', 'Hydraulic fluid', 'Hydraulic fluid reservoir and desiccant', 'Bearings and bushings', 'Shaft']","['Multi-function Valve', 'Piping, tubing, and connections', 'Elastomers (gaskets and o-rings)', 'Coupling', 'Pump driver', 'Hydraulic Pump with Reservoir_V0']","['Hydraulic fluid reservoir and desiccant', 'Hydraulic fluid', 'Pump block or casing', 'External piping connections', 'Shaft', 'Rotating Asset', 'Pump swashplate', 'Servo control cylinders and pistons', 'Bearings and bushings']","['Elastomers (gaskets and o-rings)', 'Multi-function Valve', 'Pump swashplate', 'Shaft', 'Pump driver', 'Hydraulic Pump with Reservoir_V0', 'Bearings and bushings', 'Hydraulic fluid reservoir and desiccant', 'Rotating Asset', 'Pump block or casing', 'Coupling', 'Servo control cylinders and pistons', 'Piping, tubing, and connections']","['External piping connections', 'Hydraulic fluid']"
287,"['Hydraulic Pump - Gear Type', 'Rotating Asset', 'Pump block or casing', 'Pump gears', 'Shaft', 'Pump swashplate', 'Piping, tubing, and connections', 'Bearings and bushings', 'Servo control cylinders and pistons', 'Elastomers (gaskets and O-rings)', 'Hydraulic fluid reservoir, filters, and desiccant', 'Hydraulic fluid', 'Pump driver', 'Coupling', 'External piping connections', 'The entities are not in any particular order and some entities may be nested within others.']","['Hydraulic fluid', 'Pump block or casing', 'Elastomers (gaskets and O-rings)', 'Servo control cylinders and pistons', 'Pump gears', 'Coupling', 'Rotating Asset', 'Pump driver', 'Bearings and bushings', 'Pump swashplate']","['The entities are not in any particular order and some entities may be nested within others.', 'Piping, tubing, and connections', 'Hydraulic Pump - Gear Type', 'Hydraulic fluid reservoir, filters, and desiccant', 'Shaft', 'External piping connections']","['Pump swashplate', 'Bearings and bushings', 'Rotating Asset', 'Elastomers (gaskets and O-rings)']","['Pump driver', 'Servo control cylinders and pistons', 'Pump block or casing', 'Piping, tubing, and connections', 'Hydraulic fluid reservoir, filters, and desiccant', 'Coupling', 'Shaft', 'Pump gears', 'External piping connections', 'Hydraulic fluid', 'The entities are not in any particular order and some entities may be nested within others.', 'Hydraulic Pump - Gear Type']","['External piping connections', 'Pump swashplate', 'Piping, tubing, and connections', 'The entities are not in any particular order and some entities may be nested within others.', 'Shaft']","['Hydraulic fluid reservoir, filters, and desiccant', 'Bearings and bushings', 'Pump driver', 'Rotating Asset', 'Elastomers (gaskets and O-rings)', 'Pump gears', 'Coupling', 'Hydraulic fluid', 'Pump block or casing', 'Servo control cylinders and pistons', 'Hydraulic Pump - Gear Type']"
288,"['Hydraulic Pump - Vane Type - No Reservoir', 'Rotating Asset', 'Pump block or casing', 'Shaft, rotor, and movable vanes', 'Bearings and bushings', 'Elastomers (gaskets and O-rings)', 'Pump oil (internal)', 'Hydraulic fluid reservoir, filters, and desiccant', 'Pump driver', 'Coupling', 'External piping connections']","['Bearings and bushings', 'Hydraulic Pump - Vane Type - No Reservoir', 'Rotating Asset', 'Coupling', 'Pump block or casing']","['Shaft, rotor, and movable vanes', 'Elastomers (gaskets and O-rings)', 'External piping connections', 'Pump driver', 'Pump oil (internal)', 'Hydraulic fluid reservoir, filters, and desiccant']","['Hydraulic fluid reservoir, filters, and desiccant', 'Pump oil (internal)', 'External piping connections', 'Pump driver', 'Elastomers (gaskets and O-rings)', 'Pump block or casing', 'Hydraulic Pump - Vane Type - No Reservoir', 'Shaft, rotor, and movable vanes', 'Rotating Asset']","['Bearings and bushings', 'Coupling']","['Pump block or casing', 'Rotating Asset']","['Pump oil (internal)', 'Hydraulic Pump - Vane Type - No Reservoir', 'Coupling', 'External piping connections', 'Hydraulic fluid reservoir, filters, and desiccant', 'Bearings and bushings', 'Pump driver', 'Elastomers (gaskets and O-rings)', 'Shaft, rotor, and movable vanes']"
289,"['Hydro-Turbine Governor - Electronic', 'Electrical Asset']",['Hydro-Turbine Governor - Electronic'],['Electrical Asset'],['Electrical Asset'],['Hydro-Turbine Governor - Electronic'],['Electrical Asset'],['Hydro-Turbine Governor - Electronic']
290,"['Hydro-Turbine Governor - Mechanical', 'Electrical Asset']",['Electrical Asset'],['Hydro-Turbine Governor - Mechanical'],['Electrical Asset'],['Hydro-Turbine Governor - Mechanical'],['Electrical Asset'],['Hydro-Turbine Governor - Mechanical']
291,"['Hydro Turbine - Pumped Storage - Reversible Francis Type', 'Rotating Asset', 'General bolting', 'Discharge Ring', 'Draft Tube', 'Facing Plates', 'General piping', 'Head Cover', 'Lubrication - Grease', 'Spiral Case, Stay Ring and Vanes, and Man Door', 'Turbine Guide Bearing - Sleeve or Tilt Pad', 'Turbine Guide Bearing Lube Oil', 'Turbine Guide Bearing Oil Cooler (internal), if present', 'Turbine Instrumentation (e.g. Vibration probes, Bearing thermocouples or RTDs, Shaft position, Pressure Indication, Level indication, Flow indication, Differential pressure indication, Bearing clearance)', 'Packing Box or Stuffing Box (Mechanical Seals)', 'Turbine Runner', 'Turbine Shaft', 'Turbine Shaft - Mechanical Seal', 'Turbine Shaft - Packing and Packing Box', 'Wear Rings (Stationary and Rotating)', 'Wicket Gate (Bushing, Leaf, Linkage Assembly, Lubrication System, Operating Ring, Packing Box, Restraining Mechanism, Servos, and Up-thrust Wear Plate)', 'Generator and exciter', 'Generator controls', 'Governor', 'Spherical Valve or Head Gate', 'Tailrace or Draft Tube Gates', 'Dewatering valves and pumps', 'Spiral Case Drain Valve and piping', 'Thrust bearings (generally located in the generator)', 'Oil systems and their pumps, reservoirs and piping', 'Depressing air system', 'Control Room Instrumentation']","['Turbine Guide Bearing Oil Cooler (internal), if present', 'Tailrace or Draft Tube Gates', 'General piping', 'Governor', 'Turbine Runner', 'Generator controls', 'Wear Rings (Stationary and Rotating)', 'Turbine Guide Bearing - Sleeve or Tilt Pad', 'Turbine Shaft', 'Depressing air system', 'Control Room Instrumentation', 'Thrust bearings (generally located in the generator)', 'Hydro Turbine - Pumped Storage - Reversible Francis Type', 'Spiral Case, Stay Ring and Vanes, and Man Door', 'Packing Box or Stuffing Box (Mechanical Seals)', 'Turbine Instrumentation (e.g. Vibration probes, Bearing thermocouples or RTDs, Shaft position, Pressure Indication, Level indication, Flow indication, Differential pressure indication, Bearing clearance)', 'Draft Tube', 'Dewatering valves and pumps', 'Spiral Case Drain Valve and piping', 'Turbine Guide Bearing Lube Oil', 'Turbine Shaft - Packing and Packing Box', 'Rotating Asset']","['Spherical Valve or Head Gate', 'Lubrication - Grease', 'Facing Plates', 'Head Cover', 'Wicket Gate (Bushing, Leaf, Linkage Assembly, Lubrication System, Operating Ring, Packing Box, Restraining Mechanism, Servos, and Up-thrust Wear Plate)', 'Generator and exciter', 'General bolting', 'Oil systems and their pumps, reservoirs and piping', 'Turbine Shaft - Mechanical Seal', 'Discharge Ring']","['Thrust bearings (generally located in the generator)', 'Turbine Shaft - Mechanical Seal', 'Turbine Runner', 'Wicket Gate (Bushing, Leaf, Linkage Assembly, Lubrication System, Operating Ring, Packing Box, Restraining Mechanism, Servos, and Up-thrust Wear Plate)', 'Turbine Instrumentation (e.g. Vibration probes, Bearing thermocouples or RTDs, Shaft position, Pressure Indication, Level indication, Flow indication, Differential pressure indication, Bearing clearance)', 'Generator and exciter', 'Turbine Shaft - Packing and Packing Box', 'Control Room Instrumentation', 'Turbine Guide Bearing Oil Cooler (internal), if present', 'Governor', 'Spiral Case, Stay Ring and Vanes, and Man Door', 'Tailrace or Draft Tube Gates', 'Lubrication - Grease', 'Turbine Shaft', 'Facing Plates', 'Packing Box or Stuffing Box (Mechanical Seals)', 'Draft Tube', 'Hydro Turbine - Pumped Storage - Reversible Francis Type']","['Wear Rings (Stationary and Rotating)', 'General bolting', 'Discharge Ring', 'Turbine Guide Bearing Lube Oil', 'Rotating Asset', 'Head Cover', 'Turbine Guide Bearing - Sleeve or Tilt Pad', 'General piping', 'Depressing air system', 'Spiral Case Drain Valve and piping', 'Spherical Valve or Head Gate', 'Oil systems and their pumps, reservoirs and piping', 'Generator controls', 'Dewatering valves and pumps']","['Spherical Valve or Head Gate', 'Discharge Ring', 'Wear Rings (Stationary and Rotating)', 'Turbine Guide Bearing - Sleeve or Tilt Pad', 'Packing Box or Stuffing Box (Mechanical Seals)', 'Governor', 'Thrust bearings (generally located in the generator)', 'Wicket Gate (Bushing, Leaf, Linkage Assembly, Lubrication System, Operating Ring, Packing Box, Restraining Mechanism, Servos, and Up-thrust Wear Plate)', 'Rotating Asset', 'Depressing air system', 'Generator controls', 'Oil systems and their pumps, reservoirs and piping', 'Generator and exciter', 'Hydro Turbine - Pumped Storage - Reversible Francis Type', 'Turbine Guide Bearing Lube Oil', 'Spiral Case, Stay Ring and Vanes, and Man Door']","['Lubrication - Grease', 'General bolting', 'Turbine Runner', 'Draft Tube', 'Turbine Shaft', 'Turbine Shaft - Packing and Packing Box', 'Dewatering valves and pumps', 'Spiral Case Drain Valve and piping', 'Tailrace or Draft Tube Gates', 'Head Cover', 'Control Room Instrumentation', 'Facing Plates', 'Turbine Instrumentation (e.g. Vibration probes, Bearing thermocouples or RTDs, Shaft position, Pressure Indication, Level indication, Flow indication, Differential pressure indication, Bearing clearance)', 'General piping', 'Turbine Guide Bearing Oil Cooler (internal), if present', 'Turbine Shaft - Mechanical Seal']"
