TypeData.CompTypeID,TypeData.GenCompType,failure_locations
GEN_Cool_1,Main Generator Stator Water Cooling System - GE,"['Pump Bearing Seals - Lip and Labyrinth', 'Pressure Switch - Elastomers, gaskets, and O-rings', 'Control Valves (Pressure, Temperature) - Packing', 'Check Valve - Disk', 'Control Valves (Pressure, Temperature) - Check Valves - air line', 'Control Valves (Pressure, Temperature) - Positioners - I/P Transducer, if present', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Elastomers', 'Pressure Switch - Electrical switch', 'SOV -Plunger', 'Check Valve - Disk Arm', 'Stator Water Instrumentation (e.g. conductivity, dissolved O2, stator water leakage, also indicators for temperature, pressure, flow and level)', 'Control Valves (Pressure, Temperature) - E-P/I-P Transducers - Orifices, nozzles, spools, relays', 'Control Valves (Pressure, Temperature) - Booster Connections', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Mechanical linkages', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Tubing, connectors, and porting', 'Control Valves (Pressure, Temperature) - External Air Filter', 'Pump Shaft', 'Control Valves (Pressure, Temperature) - Positioners - Adjustment Nuts and Screws', 'Motor & Pump Coupling', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Orifices, nozzles, relays, force balance, elastomers', 'Pump Seal - Mechanical', 'Check Valve - Body', 'Control Valves (Pressure, Temperature) - E-P/I-P Transducers - Other internal components', 'Control Valves (Pressure, Temperature) - E-P/I-P Transducers - Elastomers', 'Control Valves (Pressure, Temperature) - Coupling: Direct', 'Motor Bearings - Antifriction', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Control knobs', 'Control Valves (Pressure, Temperature) - Positioners - Bushings, Bellows, Cams, Feedback Arms', 'Check Valve - Seat Failure (Body or Disk)', 'Pump Impeller', 'Demineralizer', 'Pipe Flanges, insulated', 'Pump Discharge and Suction Flanges', 'Motor Shaft', 'Tank relief valve', 'Pump Base Plate and Foundation', 'Pump Oil', 'Control Valves (Pressure, Temperature) - Actuator', 'SOV -Coil', 'Pump Slinger Ring', 'Conductivity probe', 'Control Valves (Pressure, Temperature) - Valve Body Seat', 'Check Valve - Hinge pin', 'Control Valves (Pressure, Temperature) - E-P/I-P Transducers - Wiring, terminals, and connections', 'Control Valves (Pressure, Temperature) - Pneumatic Controller - Indicator pointer strings and pulleys', 'SOV -Springs', 'Control Valves (Pressure, Temperature) - Valve Guides', 'Control Valves (Pressure, Temperature) - Positioners', 'Orifice', 'Control Valves (Pressure, Temperature) - E-P/I-P Transducers', 'Control Valves (Pressure, Temperature) - Positioners - Bushings, Cams, and Follower Arms', 'Pump Breather Caps & Sight Glass Vents', 'Control Valves (Pressure, Temperature) - Pneumatic Controller', 'Tank', 'System Filter', 'SOV -O-rings', 'HX - Tube Sheets', 'HX - Tube Joint: Rolled', 'Pressure Switch - Sensing line and tube fittings', 'Pump Gaskets & O-Ring Leaks', 'Control Valves (Pressure, Temperature) - Disk (moving part)', 'H2 Vent Totalizer', 'Control Valves (Pressure, Temperature) - Pneumatic Tubing', 'Motor Leads', 'Motor Frame, Enclosure, and Mounting', 'Control Valves (Pressure, Temperature) - Booster Elastomer', 'Inlet Y Strainer', 'Control Valves (Pressure, Temperature) - Positioners - Instrument Indicating Gauges', 'Manual valves', 'SOV -Diaphragms', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Dissolved oxygen probe, if present', 'Pressure Switch - Sensing device', 'SOV -Valve seat', 'Control Valves (Pressure, Temperature) - Booster', 'Control Valves (Pressure, Temperature) - Positioners - Orifices, nozzles, spools, relays', 'Pump Connections & Piping', 'Control Valves (Pressure, Temperature) - Valve Stem', 'Motor Stator Laminations', 'Control Valves (Pressure, Temperature) - Positioners - Pneumatic Connections', 'SOV - Coil', 'Motor Bearing Seals', 'Pump Bearing Housing and Fittings', 'Motor Electrical Connections', 'Motor Stator: Windings, Blocking, Bracing, Wedges', 'Pump Bearings - Antifriction', 'Control Valves (Pressure, Temperature) - Positioners - Pneumatic Relay', 'HX - Tubes', 'SOV -Wiring, Insulation, or Connectors', 'Pipe and fittings']"
GEN_Cool_2,Main Generator Stator Water Cooling System - West,"['Temperature Control Valves - Positioner - Orifices, nozzles, spools, relays', 'Temperature Control Valves - Valve Body Seat', 'Temperature Control Valves - E-P/I-P Transducers - Wiring, terminals, and connections', 'Temperature Control Valves - Pneumatic Controller - Tubing, connectors, and porting', 'Pump Bearing Seals - Lip and Labyrinth', 'Pressure Switch - Elastomers, gaskets, and O-rings', 'Temperature Control Valves - Positioner - Adjustment Nuts and Screws', 'Temperature Control Valves - Pneumatic Controller', 'Check Valve - Disk', 'Temperature Control Valves - Check Valves - air line', 'Pressure Switch - Electrical switch', 'Temperature Control Valves - Signal Conditioners, e.g. Isolator, square root extractor, amplifier, converters', 'Check Valve - Disk Arm', 'Temperature Control Valves - Pneumatic Controller - Mechanical linkages', 'Temperature Control Valves - Positioner - Poppet Valve Assembly', 'Temperature Control Valves - Positioner - Bushings, Bellows, Cams, Feedback Arms', 'Stator Water Instrumentation (e.g. conductivity, dissolved O2, stator water leakage, also indicators for temperature, pressure, flow and level)', 'Temperature Control Valves - Signal Conditioners, Other internal components', 'Temperature Control Valves - Positioner', 'Pump Shaft', 'Temperature Control Valves - Pneumatic Tubing', 'Motor & Pump Coupling', 'Pump Seal - Mechanical', 'Check Valve - Body', 'Temperature Control Valves - Booster Elastomer', 'Temperature Control Valves - Valve Stem', 'Motor Bearings - Antifriction', 'Check Valve - Seat Failure (Body or Disk)', 'Pump Impeller', 'Demineralizer', 'Temperature Control Valves - Pneumatic Controller - Indicator pointer strings and pulleys', 'Pipe Flanges, insulated', 'Pump Discharge and Suction Flanges', 'Motor Shaft', 'Tank relief valve', 'Pump Base Plate and Foundation', 'Pump Oil', 'Temperature Control Valves - Disk', 'Temperature Control Valves - Positioner - Wiring, connections, and terminals - if present', 'Pump Slinger Ring', 'Conductivity probe', 'Temperature Control Valves - Pneumatic Controller - Elastomers', 'Temperature Control Valves - Positioner - Pneumatic Relay', 'Check Valve - Hinge pin', 'Temperature Control Valves - Booster', 'Temperature Control Valves - Packing', 'Temperature Control Valves - E-P/I-P Transducers - Orifices, nozzles, spools, relays', 'Temperature Control Valves - Actuator', 'Pump Breather Caps & Sight Glass Vents', 'Tank', 'System Filter', 'HX - Tube Sheets', 'HX - Tube Joint: Rolled', 'Pressure Switch - Sensing line and tube fittings', 'Pump Gaskets & O-Ring Leaks', 'Temperature Control Valves - Coupling: Fixed Moment Arm', 'H2 Vent Totalizer', 'Motor Leads', 'Temperature Control Valves - Pneumatic Controller - Orifices, nozzles, relays, force balance, elastomers', 'Motor Frame, Enclosure, and Mounting', 'Manual valves', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Dissolved oxygen probe, if present', 'Pressure Switch - Sensing device', 'Temperature Control Valves - Positioner - Pneumatic Connections', 'Temperature Control Valves - Valve Body Bearing/Bushing, if present', 'Pump Connections & Piping', 'Motor Stator Laminations', 'Temperature Control Valves - E-P/I-P Transducers - Elastomers', 'Temperature Control Valves - External Air Filter', 'Motor Bearing Seals', 'Pump Bearing Housing and Fittings', 'Temperature Control Valves - Pneumatic Controller - Control knobs', 'Motor Electrical Connections', 'Temperature Control Valves - Booster Connections', 'Motor Stator: Windings, Blocking, Bracing, Wedges', 'Pump Bearings - Antifriction', 'Temperature Control Valves - Positioner - Instrument Indicating Gauges', 'HX - Tubes', 'Temperature Control Valves - E-P/I-P Transducers', 'Temperature Control Valves - E-P/I-P Transducers - Other internal components', 'Temperature Control Valves - Positioner - I/P Transducer, if present', 'Temperature Control Valves - Positioner - Bushings, Cams, and Follower Arms', 'Temperature Control Valves - Signal Conditioners, Wiring and connections', 'Pipe and fittings', 'Temperature Control Valves - Valve Guides']"
Gen_Salient_Pole_VERT_IndirectlyCooled_V0,Main Generator - Salient Pole - Vertical - Indirectly Cooled,"['Rotor - Pole V-Blocks, Sliders, Belly Bands', 'Rotor - Pole V-Blocks, Sliders, Belly Bands, Pole Winding', 'Rotor - Spider (cast type)', 'Stator Windings', 'Stator - End Caps', 'Light Fixtures, Conduit, and hardware', 'Rotor - Poles', 'Rotor - Pole Collars', 'Couplings', 'Bearing High Pressure Lift System', 'Rotor - Spider Rim', 'Rotor Collector Rings', 'Instrumentation (monitors, probes, sensors) -  Bearing & Winding RTDs, Thermocouples, Vibration Probes, Flux, Air Gap, Condition Monitoring, Partial Discharge, Fire Protection', 'Bearing - Thrust - Kingsbury & Tapered Land Designs', 'Generator Bushings - high voltage, neutral', 'Stator Frame Radial Sole Plates, if present', 'Bearing Oil Deflectors', 'Stator - Bars Inside Slots', 'Electrical Conduit, Trays, and Boxes', 'Stator - Bars and Multi-turn Windings', 'Oil Piping and Connections (bolts, clamps, fixtures, standoffs)', 'Capacitor - Oil Filled', 'Shaft Grounding Brush & Rigging', 'Shaft (under the spider)', 'Stator - Bars and Multi-turn Windings (CRTV and RTV insulation systems)', 'Surge Arrestors', 'Bearing Insulation, if present', 'Rotor Collector Brushes', 'Generator Flexible Links - stator, main leads, neutral, rotor', 'Shaft - Guide Bearing Journal', 'Stator - Shrouds and Baffles', 'Bearing Oil Reservoir or Tub', 'Stator - Bars and Multi-turn Windings (conventional - Thermoset insulation systems)', 'Stator - End Winding and Connections (Bar and Multi-turn)', 'Stator - Multi-turn Coils (Inside Slot)', 'Upper and Lower Brackets', 'Rotor - Braking System', 'Generator Foundation Grout', 'Rotor - Spider Rim to Pole and Dovetails', 'Bearing Lube Oil', 'Stator Frame', 'Water and Oil Piping and Connections', 'Air Coolers (water cooled)', 'Rotor - Pole Damper Ring', 'Fire Protection Sensors', 'Generator Bushings, Cables, and Flexible Links - high voltage, neutral', 'Instrumentation (monitors, probes, sensors) -  Bearing & Winding RTDs, Thermocouples, Vibration probes, Flux, Air Gap, Condition Monitoring, Partial Discharge, Fire protection', 'Rotor - Pole Winding Connections (Horseshoe), if present', 'Rotor - Pole Damper Links', 'Rotor - Pole Face', 'Rotor - Spider', 'Stator - Bars and Multi-turn Windings (Asphalt-Mica insulation systems)', 'Bearing - Guide - Sleeve or Tilt Pad', 'Generator Bushings and Cables - high voltage, neutral', 'Stator - Bars and Multi-turn Windings(wrapper insulation systems)', 'Stator - Core', 'Bearing - Thrust - Spring Bed Designs, if present', 'Bearing - Thrust - Kingsbury, Tapered Land or Spring Bed Designs', 'Current Transformer', 'Rotor - Pole Windings', 'Air Housing', 'Fire Suppression Rings', 'Generator Flexible Links - rotor', 'Rotor - Fans']"
GEN_XCTR_1,Main Generator - Exciter - GeneRex,"['Shaft Grounding Brush (Carbon)', 'Shaft Grounding Brush', 'Voltage Regulator - Circuit Boards', 'Excitation Transformer  - Windings', 'Field Breaker - Breaker', 'Voltage Regulator', 'Rectifiers - Disconnect Switch', 'Voltage Regulator - Potentiometers', 'Rectifiers - Capacitor', 'Shaft Grounding Brush (Sohre)', 'Collector - Brushes', 'Voltage Regulator - Fuses', 'Field Discharge Resistor', 'Collector - Brush Rigging and Bus Bars', 'Collector  - Rings', 'Excitation Transformer - Bushings', 'Shaft Grounding Brush (Braided)', 'Voltage Regulator - Current Transformer', 'Voltage Regulator - Potential Transformer', 'Rectifiers - Coolers']"
GEN_XCTR_2,Main Generator - Exciter - Rotating Brushed,"['Collector - Rings', 'Coupling - disk/flexible type', 'Shaft Grounding Brush (Carbon)', 'Shaft Grounding Brush', 'Commutator - Brushes', 'Voltage Regulator - Circuit Boards', 'Field Breaker - Breaker', 'Voltage Regulator', 'DC Generator - Iron', 'Rectifiers - Disconnect Switch', 'DC Generator - Windings', 'Voltage Regulator - Potentiometers', 'Rectifiers - Capacitor', 'Exciter - Enclosure', 'Shaft Grounding Brush (Sohre)', 'Collector - Brushes', 'Voltage Regulator - Fuses', 'Bearings - Babbitt type', 'Commutator - Brush Rigging and Bus Bars', 'Alternator - Windings', 'Field Discharge Resistor', 'Commutator  - Bars', 'Collector - Brush Rigging and Bus Bars', 'Alterrex  - Rectifier Cooling (Teflon hose)', 'Coupling - grid type', 'Shaft Grounding Brush (Braided)', 'Voltage Regulator - Current Transformer', 'Voltage Regulator - Potential Transformer', 'Rectifiers - Coolers', 'Alternator - Iron']"
GEN_XCTR_4,Main Generator - Exciter - Static,"['Shaft Grounding Brush (Carbon)', 'Shaft Grounding Brush', 'Voltage Regulator - Circuit Boards', 'Excitation Transformer  - Windings', 'Field Breaker - Breaker', 'Voltage Regulator', 'Rectifiers - Disconnect Switch', 'Voltage Regulator - Potentiometers', 'Rectifiers - Capacitor', 'Shaft Grounding Brush (Sohre)', 'Collector - Brushes', 'Voltage Regulator - Fuses', 'Field Discharge Resistor', 'Collector - Brush Rigging and Bus Bars', 'Collector  - Rings', 'Excitation Transformer - Bushings', 'Shaft Grounding Brush (Braided)', 'Voltage Regulator - Current Transformer', 'Voltage Regulator - Potential Transformer', 'Rectifiers - Coolers']"
Ground_Brush_Filament_1_V0,Grounding Brush - Filament Type - Adjustable,"['Ground (Earth) Wire', 'Terminal', 'Ground (Earth) Terminal Connection', 'Grounding Path Resistor', 'Tension Adjusting Screw', 'Mounting Flange', 'Brush Element (Filaments)']"
Ground_Brush_Filament_2_V0,Grounding Brush - Filament Type - Adjustable Spring,"['Ground (Earth) Wire', 'Ground (Earth) Terminal Connection', 'Grounding Path Resistor', 'Terminal', 'Self-Adjusting Tension Spring', 'Mounting Flange', 'Brush Element (Filaments)']"
GT_Combustor_CanAnn_DLN_1_V0,Gas Turbine - Combustor - Can-Annular- Dry Low NOx,"['Instrumentation - Thermocouples (Westinghouse only), if present', 'Transition Pieces', 'Instrumentation - Combustion Dynamics Sensors (GE- continuous use at high temps)', 'Flow Sleeves', 'Fuel Nozzles', 'Ignitor or Spark Plugs', 'Instrumentation - Combustion Dynamics Sensors (GE- continuous use at high temps)temperatures)', 'Instrumentation - Pressure Transmitter - Sensing lines and associated components, e.g. condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Transition Pieces (GE 7FA DLN 2.6)', 'Instrumentation - Thermocouples (Westinghouse only) - Internal wiring and connections, if present', 'Combustible Gas Detectors', 'Instrumentation - Pressure Transmitter - External junction box wiring and connections', 'Instrumentation - Thermocouples (Westinghouse only)  - Radiation Shield, if present', 'Instrumentation - Pressure Transmitter - Transmitter Electronics', 'Casing (fore, aft, rear frame, cover)', 'Crossfire Tube', 'Internal Supports and Structure', 'Crossfire Connection (outer)', 'Casing Hardware', 'Liner and Liner Caps (diffusions plates) - 12K hardware', 'Instrumentation - Flame Detectors', 'Crossfire Tube (inner)', 'Instrumentation - Pressure Transmitter - Internal wiring and connections', 'Instrumentation - Pressure Probes', 'Instrumentation - Thermocouples (Westinghouse only) - Guide Tubes, if present', 'Instrumentation - Pressure Transmitter - Internal power supply', 'Instrumentation - Combustion Dynamics Sensors (Westinghouse - used periodically except at low temps)']"
GT_Compressor_1Stage_V0,Gas Turbine - Compressor - Single Stage,"['Outer Case - Compressor Inlet Bleed Heat Valve', 'Inlet Guide Vane Actuator - Pneumatic', 'Outer Case - Compressor Extraction Solenoid', 'Instrumentation - Bearing  Seismic or Accelerometer, if present', 'Inlet Guide Vane -  Shoulder or Root', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Electronics', 'Outer Case - Compressor Extraction Valve', 'Rotor Thrust Runner', 'Outer Case - Compressor Extraction Valve Limit Switch', 'Inlet Housing Expansion Joint', 'Outer Case - Compressor Extraction Valve Solenoid', 'Stationary Vane Shaft Seals', 'Stationary Vane Shims', 'Inner Barrel (i.e. Torque Tube)', 'Instrumentation - Proximity Probes and Transducers (Thrust, Vibration, Keyphasor, Axial Rotor Position)', 'Outer Case - Compressor Inlet Bleed Heat Valve Solenoid', 'Stationary Vane', 'Rotating Blades', 'Instrumentation - Thermocouples (Bearing Metal Temperature, Inlet and Discharge Air)', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Internal wiring and connections', 'Rotor Journal', 'Actuator limit switches and pressure sensors - Inlet Guide Vane Actuator - Limit Switch', 'Inlet Guide Vane - Shoulder or Root', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Outer Case Bore Plugs', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge)- Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Inner Barrel (i.e. Torque Tube) Shaft Seals', 'Inlet Guide Vane Tip Bushing', 'Bearing - Compressor End Journal', 'Bearing Seal - Bolted', 'Bearing Seal - Labyrinth (oil deflector)', 'Inlet Guide Vane', 'Inlet Guide Vane Drive Linkage and Ring Gear System', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - External junction box wiring and connections', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Pressure Probes', 'Bell Mouth', 'Outer Case - Compressor Extraction and Bleed Flanges', 'Rotor Studs and Nuts (wheels and stub shafts)', 'Oil - Hydraulic (not shared with lube oil)', 'Inlet Guide Vane Actuator - Position Sensor', 'Stationary Vane Exit Guide Vane V Seal (if present)', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Internal power supply', 'Oil - Lubricating', 'Inlet Guide Vane - Tip', 'Inlet Guide Vane Actuator - Hydraulic', 'Outer Case - Compressor Inlet Bleed Heat Valve Position Sensor', 'Wheels', 'Inlet Guide Vanes', 'Oil - Hydraulic (shared with lube oil)', 'Bell Mouth - Water Wash Nozzles', 'Instrumentation - Speed Pickups or Sensors', 'Bearing (Thrust) - Tilting Pad Kingsbury Type', 'Inner Barrel Counter Bore Plugs (if installed)', 'Inlet Guide Vane Bushings']"
GT_Enclosures_1_V0,Gas Turbine - Enclosures - Forced Ventilation - Heated,"['Space Heaters - Wiring', 'Space Heaters', 'Fans and Motors', 'Enclosure Wall and Frame', 'Access Doors - Locks and Latches', 'Access Doors', 'Fans and Motors - Blades', 'Damper Linkage', 'Weather Stripping, Sealing, Caulking, or Gaskets', 'Access Doors - Hinges', 'Motor Bearing Grease Seals', 'Air Filter and Screens', 'Damper Seal', 'Space Heaters - Thermostat', 'Door Gasket']"
